Device_ID,Device_Type,BS_position,No_of_sensors,Threshold_distance,Energy_consumed_by_amplifier_long_distance,Initial_energy,Cluster_radius,Energy_consumed_by_electronics_circuit,Energy_consumed_by_amplifier_short_distance,Simulation_time,Secondary_model_parameter_value,Bandwidth,Data_packet_size,Message_size,ICMP_IPV4_TYPE,ICMP_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,ATTACK,LABEL,DATASET
Device_1133,Router,162.66,412,150.89,0.0004987844558460877,2.667,54.9,0.0005973072142229707,0.0004821908437919074,6735,6.048,365,434,246,11,8,57551,1,59637,331,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_1134,Camera,734.37,37,123.89,0.008288539898560078,3.518,48.84,0.003639376295106255,2.0042711549896893e-05,2905,7.209,153,788,2403,8,8,160,28,73687,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_1135,Gateway,208.83,81,20.94,0.0061160078587383674,2.73,96.17,0.004139808976004552,4.1590776940499316e-05,6765,4.77,633,1546,3893,11,0,44321,15,2669,425,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1136,Actuator,58.57,279,157.71,0.005286046479494765,4.607,22.58,0.0035430006550353434,6.496538935751175e-05,5461,7.572,108,1579,1609,3,0,16178,1,77121,150,Normal,0,NF-ToN-IoT-v2
Device_1137,Actuator,552.37,33,82.79,0.009449085626370328,3.239,20.01,0.0019893665248155905,0.000542753873640439,1565,4.86,948,425,133,8,0,4414,28,3122,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1138,Gateway,595.23,121,72.77,0.0018138387566955644,0.678,72.77,0.0019888535346962973,0.000342727314275146,503,0.932,528,614,300,11,8,53709,2,63739,530,DoS,1,NF-ToN-IoT-v2
Device_1139,Camera,871.91,309,95.13,0.0026539113126221054,1.011,12.08,0.002974180774867562,0.0008941730075754396,6670,0.891,811,1751,527,3,8,50734,5,58958,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1140,Camera,576.98,494,75.77,0.00759171687453271,3.891,50.87,0.00204578037813718,0.0005636415336056054,8704,8.332,56,135,1205,11,0,42945,28,21873,226,Data_Exfiltration,1,NF-BoT-IoT-v2
Device_1141,Router,345.48,65,74.27,0.007774828756783502,3.721,50.99,0.004427596687092572,0.000762297365532702,9829,6.333,452,42,3864,8,0,19340,1,34393,425,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_1142,Router,803.01,483,163.53,0.004108482244747728,1.191,34.45,0.000638660029642807,0.0006902618449875216,4349,2.863,392,1041,254,11,8,22579,28,37767,150,Port_Scan,1,NF-ToN-IoT-v2
Device_1143,Sensor,540.28,232,33.66,0.009514686502973223,0.765,93.39,0.003231871005066487,0.0005251175199653483,6446,7.596,615,1775,993,3,8,16220,15,74511,425,Normal,0,NF-BoT-IoT-v2
Device_1144,Actuator,79.28,129,194.41,0.009388720319380189,3.104,31.84,0.0007571633077908249,0.0007472732353674735,8508,1.444,208,1280,1950,0,0,8243,1,56880,425,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1145,Router,565.85,188,115.44,0.00022285617909557936,3.361,32.4,0.002746783032245304,0.0005492586458390517,6725,6.488,510,1372,3641,11,0,56490,15,38273,425,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1146,Camera,908.02,297,44.76,0.001806046233173178,1.109,27.26,0.0036063478918124054,0.00039160174213854603,9316,9.896,940,1949,3639,11,0,43625,15,59373,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1147,Gateway,396.31,443,34.93,0.008220172472670326,2.631,18.85,0.0009110034911452199,0.00044144678418257187,2913,1.585,934,453,3886,3,8,4705,15,66208,331,Normal,0,NF-BoT-IoT-v2
Device_1148,Camera,296.33,434,122.39,0.0034186451797774825,1.876,39.58,0.0035497627852993014,0.0008401163261484426,905,1.505,663,304,3975,3,8,15804,28,20723,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1149,Actuator,143.47,459,130.27,0.001045080519128301,4.691,69.68,0.0007859021529343455,0.0005676408225423114,3449,4.732,774,85,2512,8,0,18128,1,20637,220,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1150,Camera,151.45,290,20.07,0.007871491826793479,1.486,75.51,0.003140713353582781,0.0003835231866806925,7461,6.462,555,1228,1978,0,0,55426,15,18056,220,Normal,0,NF-BoT-IoT-v2
Device_1151,Sensor,432.77,381,56.17,0.004600376705194574,3.8,82.27,0.0025772098436821394,0.0001879457200703856,2916,0.363,300,278,380,8,0,16093,2,13794,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1152,Actuator,595.68,198,161.14,0.004974866788482182,2.832,23.77,0.001560567273665382,0.0005004042637796883,9563,5.047,976,696,781,3,8,41923,5,45791,530,Brute_Force,1,NF-BoT-IoT-v2
Device_1153,Gateway,80.62,75,19.43,0.0019450569492800956,0.552,8.39,0.0006465887811909822,0.00025988006843715,6331,0.923,630,649,2333,3,8,61662,28,77147,331,Normal,0,NF-ToN-IoT-v2
Device_1154,Sensor,939.57,307,172.47,0.006642861033995385,2.826,97.6,0.0037056852840444904,0.0009560240793470865,8725,2.489,848,1214,721,3,0,31034,2,50250,150,DoS,1,NF-BoT-IoT-v2
Device_1155,Actuator,755.13,458,135.05,0.005557289049413916,0.948,6.36,0.001970845153547329,0.0004960722638045773,7520,7.153,279,1161,1276,3,0,11902,1,43094,226,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1156,Gateway,586.62,429,92.54,0.0021460620841118505,3.466,96.26,0.0005240008086385643,1.885879115036455e-05,8720,7.415,144,1760,3885,8,0,40885,5,85890,150,Botnet,1,NF-BoT-IoT-v2
Device_1157,Sensor,828.44,258,75.82,0.0034692819335481475,3.045,83.74,0.0038866677575363907,0.00010194841759952947,9479,7.324,740,326,2403,0,8,37700,15,71472,530,DoS,1,NF-ToN-IoT-v2
Device_1158,Sensor,80.19,85,13.66,0.0060091049446281035,0.547,91.65,0.0012411839490707214,0.00029148124679343715,4357,0.745,204,307,3060,3,8,1149,2,13658,220,Normal,0,NF-BoT-IoT-v2
Device_1159,Actuator,476.84,146,166.79,0.00925623532879076,1.421,41.78,0.00370861506315705,0.0001012412132813279,2412,7.889,229,616,2334,8,8,2559,2,2594,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1160,Router,630.09,173,37.12,0.009211725868182767,3.993,23.73,0.0028680035611096093,0.0008950226032404475,2095,4.379,265,1098,821,8,8,10369,15,48823,331,Normal,0,NF-BoT-IoT-v2
Device_1161,Sensor,828.65,242,68.81,0.0029502684535350817,1.741,62.61,0.001053192156737351,0.0008558080511325255,5095,4.806,466,1939,2870,8,0,60099,15,51136,150,Normal,0,NF-BoT-IoT-v2
Device_1162,Sensor,783.47,264,118.13,0.007382647679822861,2.747,75.42,0.00047438806315648076,0.0009711528937879891,1842,4.255,137,225,1504,8,0,33835,2,68656,226,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_1163,Gateway,277.07,485,56.74,0.0077776388971857145,1.904,17.43,0.003006920175472866,0.0007094009582003718,9634,8.585,240,1696,3542,8,8,48511,1,74812,331,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1164,Camera,940.88,303,104.46,0.008107348689829668,4.647,80.77,0.00022353797797320112,0.0006490099007498958,1255,6.832,981,342,2047,3,8,18213,28,28656,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1165,Actuator,124.35,426,163.78,0.005750546619039653,2.915,24.82,0.0004207759758341528,0.0009242616715168189,3304,5.05,698,651,2149,3,8,37051,1,1544,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1166,Actuator,875.13,179,99.4,0.00020402918118591924,3.633,51.71,0.0035408735016368327,0.0009469292133582611,8685,8.359,449,1158,1540,0,0,45299,1,46025,226,Normal,0,NF-BoT-IoT-v2
Device_1167,Router,970.94,326,190.31,0.007640595225917862,0.876,86.37,0.002740481822866385,0.0008787129644547665,6863,8.073,315,2002,1294,0,8,33690,28,48816,331,DDoS,1,NF-ToN-IoT-v2
Device_1168,Router,177.15,183,171.03,0.0011553147533105656,0.682,23.38,0.001698846801706447,0.0008628581153816245,7047,0.15,151,676,3037,0,0,23130,1,59889,331,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_1169,Actuator,722.07,479,73.28,0.0012570267235819783,1.667,27.98,0.0027422169190752755,0.0006749862228892907,7302,4.841,325,281,2511,0,0,46973,5,72583,425,DDoS,1,NF-BoT-IoT-v2
Device_1170,Router,40.29,354,85.99,0.006095685546196912,1.891,10.96,0.0029990817048721054,1.1589887767248353e-05,4917,0.518,403,1451,2037,11,0,17934,15,18286,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1171,Gateway,405.42,454,90.43,0.009836853158150487,3.595,18.93,0.002869900744597885,0.0004352218798263562,2140,3.141,803,813,3322,8,8,35750,2,59817,220,Normal,0,NF-BoT-IoT-v2
Device_1172,Actuator,516.28,27,128.97,0.002501140785331418,3.061,18.92,0.0032485146564259033,0.0006393061434675541,2178,8.058,353,987,1447,8,8,2044,28,16247,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1173,Router,580.65,79,64.49,0.006493527712506956,2.186,24.33,0.0047074116909328,0.0005516561066401587,2964,9.446,951,1670,2076,8,8,60325,1,60375,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1174,Actuator,935.94,347,194.16,0.00310617109280225,3.444,32.19,0.0020050098484117244,0.0008229153635919636,5929,2.496,110,2047,3739,11,8,38581,2,84634,331,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1175,Camera,672.25,125,125.65,0.008997388524744243,1.236,82.42,0.001575641925942123,0.0008207132537489886,6349,0.312,466,327,1093,8,0,28990,5,81253,425,Normal,0,NF-BoT-IoT-v2
Device_1176,Sensor,481.28,89,85.89,0.005975817231927255,0.786,92.0,0.0002883310640478316,0.0006026951893669896,7542,4.083,40,269,3268,8,0,39865,1,72581,200,Normal,0,NF-ToN-IoT-v2
Device_1177,Actuator,809.68,24,132.55,0.0021540255437990617,4.345,43.6,0.0008206579785981576,3.177411272647304e-05,5315,3.418,654,1675,1061,8,8,1597,1,47670,150,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1178,Sensor,950.53,185,85.13,0.00269509739940974,3.038,17.18,0.0006206240978175991,0.0003756366528113706,5212,6.802,340,1704,1560,8,0,54861,1,54454,226,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1179,Router,22.07,465,165.38,0.004381559231139399,3.421,26.26,0.001743676515675065,0.0002365284194900392,7037,5.001,372,1993,1691,8,0,2321,5,80650,425,Normal,0,NF-BoT-IoT-v2
Device_1180,Sensor,982.52,278,117.89,0.001308231264095146,1.883,74.94,0.0030889545711937716,0.0003454002276676983,4356,4.049,525,841,2624,0,8,54010,15,51955,150,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1181,Actuator,86.13,128,17.97,0.0008794603458084684,2.174,69.36,0.00032703606655945874,0.0006211197279709013,9621,2.373,507,320,2893,11,8,48028,2,38570,530,Normal,0,NF-BoT-IoT-v2
Device_1182,Camera,814.39,308,43.58,0.006832607817904767,0.871,96.88,0.0036655585218279556,7.579728365590027e-05,9938,8.302,53,568,146,3,0,63558,1,66887,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1183,Router,280.33,197,174.35,0.004130934114682292,4.356,6.38,0.002047421454890922,3.201962855848182e-05,7991,2.559,80,1685,3934,0,8,30648,1,85164,425,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1184,Actuator,132.18,66,116.95,0.007289635339515744,3.166,76.32,0.004821172127363428,0.0004425041868205014,6439,0.642,745,1797,3826,11,0,26597,5,11828,226,DDoS,1,NF-BoT-IoT-v2
Device_1185,Router,439.86,208,190.57,0.0011895761843324529,0.876,53.05,0.0028850863784404992,0.0007956380939251684,2485,5.69,351,1901,1464,8,8,63511,5,48953,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1186,Gateway,643.96,26,23.76,0.006137668924220848,4.12,90.76,0.003879675330703595,4.039158885256634e-05,5529,3.242,551,287,2446,11,0,34085,2,60557,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1187,Sensor,380.95,443,66.1,0.004488737254360431,2.499,59.74,0.004319788038255462,0.000850558099242133,5398,7.153,739,552,722,8,8,63621,2,38089,331,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_1188,Gateway,54.57,297,46.77,0.0006741866791245829,3.943,47.43,0.004455346876495084,0.0003900408364225079,3405,0.901,340,1174,2213,8,0,28051,1,75243,530,Normal,0,NF-BoT-IoT-v2
Device_1189,Actuator,599.46,415,115.23,0.005493539584932172,0.557,68.26,0.002640462573431055,0.0001270530746559973,3420,9.666,121,150,1375,11,8,31477,1,37128,425,DoS,1,NF-BoT-IoT-v2
Device_1190,Camera,902.4,64,82.73,0.0009197623196740032,0.629,84.18,0.0020440385363122973,0.0005718227515101211,6375,1.95,65,1146,2936,3,8,31657,1,79296,530,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1191,Router,383.22,450,39.88,0.00829442550313098,1.269,31.84,0.002846523449473353,0.0009528369558101652,6492,3.635,440,203,1118,8,8,52707,1,30213,220,Normal,0,NF-BoT-IoT-v2
Device_1192,Sensor,216.33,278,132.12,0.006356378907361286,1.449,15.22,0.0020701449679253964,0.000547087770048427,3626,4.861,296,754,1401,8,0,20681,1,4212,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1193,Router,442.58,312,111.9,0.0056139785842284394,3.938,46.14,0.0012795033494878835,0.0006897684082281118,6742,8.912,942,857,3108,0,8,17941,5,17146,530,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1194,Actuator,48.36,96,62.2,0.0014213431442496247,3.68,25.38,0.0016872071531166704,0.0008182570740221097,5014,7.253,205,1976,2265,11,8,55456,15,30023,331,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_1195,Router,820.49,327,101.16,0.0029458254236904217,3.272,45.81,0.0012405722955691346,0.0008013467210249456,9563,1.534,647,1171,2671,11,0,28374,2,44204,150,Normal,0,NF-ToN-IoT-v2
Device_1196,Sensor,826.34,447,151.69,0.004979471381639464,4.482,99.15,0.0014202443899148224,8.238754122860228e-05,1387,4.442,557,1855,1978,11,8,1069,5,65506,150,Port_Scan,1,NF-BoT-IoT-v2
Device_1197,Actuator,588.0,38,49.0,0.006369506785032912,1.612,59.54,0.0005586779124550298,0.0007435854590986156,5044,5.475,278,1589,1640,0,0,33265,28,18238,530,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1198,Router,353.1,31,65.65,0.0019139841155473404,4.57,70.89,0.002189667331547133,0.000949955070214146,460,7.051,135,380,3288,11,0,62901,28,42949,226,Port_Scan,1,NF-BoT-IoT-v2
Device_1199,Camera,799.78,330,75.76,0.00018777615352287162,4.593,69.4,0.0012528911423557963,0.0007036457116407715,2074,5.761,378,598,1006,11,0,104,28,56351,331,Normal,0,NF-BoT-IoT-v2
Device_1200,Actuator,554.69,294,151.88,0.0035131258539660266,2.454,82.97,0.0022969961067329328,0.000838078464773363,3564,4.628,980,507,757,8,0,52905,2,4542,200,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1201,Actuator,825.93,57,170.92,0.004880427400106812,0.925,94.69,0.003981771347463837,0.0004906942040010085,2326,7.679,52,1500,295,3,0,5042,1,79131,220,Brute_Force,1,NF-ToN-IoT-v2
Device_1202,Camera,631.46,14,81.51,0.0019258917054083503,3.77,67.59,0.002296730530891568,0.00032587863310914273,5144,3.843,741,139,1208,3,0,20419,28,52824,331,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_1203,Gateway,784.41,259,66.36,0.004972438507966538,2.016,50.23,0.004777598166477606,0.0006794768308599652,5725,9.873,868,2008,3320,0,8,37972,28,31672,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1204,Sensor,598.56,172,178.99,0.0034510099998357603,4.077,35.19,0.0008244007831873022,0.000497277978338221,1950,9.483,580,620,3591,11,0,50999,15,27021,150,Normal,0,NF-BoT-IoT-v2
Device_1205,Gateway,414.14,211,199.88,0.004605387694453437,1.237,39.23,0.004266298455105586,0.0008963359677512611,6032,7.103,710,1628,1916,0,8,44108,5,3126,331,Data_Exfiltration,1,NF-ToN-IoT-v2
Device_1206,Router,957.95,476,137.37,0.0035398317307280803,2.928,36.78,0.0013164647589576388,0.0009746381489079208,4005,8.838,67,1177,451,3,0,58921,2,30882,150,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_1207,Camera,541.11,110,198.1,0.006321831712889322,2.786,35.82,0.004676273909189374,0.0008216040468339105,3875,3.992,3,1659,2014,0,8,51724,2,19728,425,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1208,Gateway,605.09,80,135.39,0.0005246804088363598,0.951,70.99,0.0012130248395984073,0.0009927528213105896,917,5.857,570,1890,2743,8,0,23349,15,30811,226,Data_Exfiltration,1,NF-CSE-CIC-IDS2018-v2
Device_1209,Actuator,220.49,439,149.36,0.0017919623704483086,2.135,60.83,0.003760112751227547,0.0003548868924103602,2246,2.799,888,1277,927,8,0,31627,28,56776,150,Normal,0,NF-ToN-IoT-v2
Device_1210,Router,625.65,172,83.84,0.004384233604198896,0.881,24.19,0.00040437771421385373,0.0008967978249669387,7874,8.868,451,1514,1313,8,8,50135,15,74209,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1211,Router,571.61,182,92.26,0.0036273374839633815,2.591,97.11,0.0031860858420848705,0.00033663429250940574,8472,4.763,510,1697,1711,11,8,39202,1,17515,425,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1212,Gateway,184.84,150,37.39,0.003977156363942789,4.293,45.63,0.0011715036677881097,0.00012685769455289403,7196,5.408,768,1553,1282,8,0,39250,28,34950,220,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1213,Gateway,59.59,147,166.32,0.00805723087931675,1.716,58.78,0.0033838454540763563,0.0006251599583583342,7933,8.659,868,401,872,0,0,32264,2,76481,200,Normal,0,NF-ToN-IoT-v2
Device_1214,Camera,604.36,75,186.9,0.00887468341664892,3.942,71.75,0.0032155637543617496,0.00046043874796887637,4569,7.993,438,2008,1113,8,8,59404,5,48537,150,Botnet,1,NF-ToN-IoT-v2
Device_1215,Sensor,763.69,207,128.45,0.0025618209566259436,1.325,63.3,0.004626109810334795,0.0009224822410963117,6055,3.285,777,791,2051,11,8,37397,15,18855,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1216,Gateway,523.4,337,75.29,0.008380271496834424,3.532,34.55,0.003170714510040196,0.0004972719487022349,4819,0.966,950,1176,3329,8,0,4647,15,17552,220,Normal,0,NF-BoT-IoT-v2
Device_1217,Gateway,226.77,237,39.26,0.004642019666374543,4.62,80.78,0.002100419177084548,0.0009283562535211601,7950,1.705,976,1256,3154,8,0,30627,2,59059,200,DDoS,1,NF-BoT-IoT-v2
Device_1218,Actuator,666.52,290,60.38,0.002810824130933586,1.958,15.46,0.0010484822437610952,8.784752852315154e-05,6114,3.457,947,1216,2966,11,8,7540,28,8819,331,Normal,0,NF-ToN-IoT-v2
Device_1219,Router,80.11,181,58.53,0.009856015102946316,4.552,59.05,0.003321509941866284,0.0008322067173888713,5058,3.122,528,1817,600,11,0,26075,28,79417,425,DoS,1,NF-BoT-IoT-v2
Device_1220,Sensor,441.83,325,126.57,0.008265537735198256,2.774,30.97,0.0006701963592218792,0.0007615231257797386,6365,0.479,780,1273,2670,8,0,49278,28,36941,331,Normal,0,NF-BoT-IoT-v2
Device_1221,Actuator,163.37,440,189.56,0.009943107858956707,1.926,63.5,0.004159732451916662,0.0007227784907437568,541,4.377,102,606,774,3,8,32424,5,80910,530,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1222,Camera,184.46,49,19.17,0.001765088765839721,4.534,25.71,0.0013119392800004322,0.0003615844965181019,7984,1.148,916,1455,1351,8,8,47878,5,38492,226,Normal,0,NF-BoT-IoT-v2
Device_1223,Camera,202.29,16,10.19,0.0015240424720838008,0.644,78.36,0.0026683786014187754,0.0007859220396375987,9954,2.287,437,1784,1602,0,0,50909,28,77197,200,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1224,Gateway,386.71,183,124.03,0.005083441734147969,0.626,26.62,0.0030201417912140375,0.0004884636134523293,7758,7.896,799,1440,1558,11,0,23774,5,52333,331,Normal,0,NF-BoT-IoT-v2
Device_1225,Gateway,51.15,160,63.97,0.006422573224342085,3.199,89.59,0.0018762009529476856,0.0007180514757759204,9162,4.999,734,1908,2350,8,8,13300,15,30483,530,Botnet,1,NF-ToN-IoT-v2
Device_1226,Camera,397.79,220,177.3,0.0017934949160801814,4.085,86.85,0.0033529815101040073,0.0005567048753173187,3312,3.792,21,95,2400,3,8,62262,28,42219,331,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_1227,Gateway,511.71,311,72.18,0.008618263614076572,3.882,39.43,0.0013260630985714372,0.00016586530748807695,9948,1.936,387,243,431,8,8,46026,5,70289,331,Brute_Force,1,NF-BoT-IoT-v2
Device_1228,Sensor,483.29,95,65.05,0.005366933438767298,0.858,41.65,0.0002696604115053177,7.39130042715692e-05,1996,8.676,533,1687,475,0,8,32376,15,11038,220,Port_Scan,1,NF-CSE-CIC-IDS2018-v2
Device_1229,Gateway,382.78,406,61.21,0.004168324148884411,4.776,71.64,0.004800411907061188,0.00037252478469136977,1189,9.047,92,100,3157,11,8,51421,15,11292,200,DDoS,1,NF-CSE-CIC-IDS2018-v2
Device_1230,Router,839.15,262,37.52,0.006060331361977748,3.664,13.59,0.001668224573581435,0.00093346093471639,8774,5.235,796,1179,4002,0,0,17998,5,25606,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1231,Gateway,145.33,30,120.49,0.006386041758425664,4.771,12.69,0.003595964949836286,0.0005344376706133376,408,9.221,133,408,417,3,8,10636,28,7596,425,Normal,0,NF-ToN-IoT-v2
Device_1232,Actuator,505.7,266,41.96,0.0005235544817395621,1.981,17.95,0.0025869146739098655,0.0008041701469407022,8884,4.701,839,1712,1629,0,8,32866,28,65068,220,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1233,Sensor,62.04,388,90.68,0.009998937400379987,3.623,58.44,0.0033780935178537204,0.0005801935399423431,1118,1.162,505,1351,1646,0,8,34274,5,9462,530,Normal,0,NF-BoT-IoT-v2
Device_1234,Actuator,71.16,412,97.58,0.0037028038103643075,4.37,19.16,0.000643588960326821,0.0009583262334107033,4593,0.269,453,1413,2531,11,0,36243,5,15432,220,Normal,0,NF-ToN-IoT-v2
Device_1235,Actuator,573.87,390,13.89,0.0007092722044079724,2.212,31.37,0.0026423545880688852,0.00037576100653305487,3361,1.371,841,1696,1402,0,0,29930,1,65442,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1236,Router,566.02,453,13.19,0.008537999430277601,4.842,66.46,0.00202187581220988,6.647995082419321e-05,7184,6.264,687,556,845,3,8,3257,15,74213,226,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1237,Sensor,878.03,42,108.84,0.009930884924201891,1.692,6.48,0.002314062877485167,0.0007828616994725288,4390,3.277,725,1841,392,3,0,12566,28,28292,226,Normal,0,NF-BoT-IoT-v2
Device_1238,Sensor,557.87,269,142.25,0.008181949241239293,1.92,22.12,0.004834420831426758,0.0007084019432477806,7201,6.518,148,99,1557,11,8,31412,2,80794,425,Normal,0,NF-BoT-IoT-v2
Device_1239,Sensor,959.79,243,189.01,0.008533636649612472,4.641,93.34,0.0007678156337007721,0.0005322590384159627,1457,5.129,934,1934,2984,3,8,14116,15,48451,220,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1240,Sensor,48.69,12,44.03,0.0062967576307725644,4.863,68.04,0.0037980308644158514,0.0003331273307584115,182,3.397,232,1325,2893,3,8,31507,28,61020,220,Normal,0,NF-ToN-IoT-v2
Device_1241,Sensor,98.01,356,29.62,0.009231023224387236,1.783,34.03,0.0017186796914490788,0.00019638249621254487,8542,2.265,884,1188,1550,3,0,49527,1,20508,425,Brute_Force,1,NF-CSE-CIC-IDS2018-v2
Device_1242,Router,44.07,317,19.9,0.00045381166210192866,1.114,9.3,0.0015227541393564353,0.0004874532837345512,9385,0.902,165,1117,3575,3,0,52626,15,34564,150,Brute_Force,1,NF-ToN-IoT-v2
Device_1243,Gateway,185.28,498,92.85,0.007690566243246591,3.916,60.67,0.0014268092399064,0.000669539395197582,5511,7.846,314,192,3799,3,0,33003,15,26128,226,Botnet,1,NF-CSE-CIC-IDS2018-v2
Device_1244,Actuator,541.27,236,128.4,0.006740031260507349,4.683,26.17,0.0018090296107921657,0.000583097565076491,2487,8.208,657,1081,801,3,8,4753,28,10507,331,Normal,0,NF-CSE-CIC-IDS2018-v2
Device_1245,Sensor,645.57,293,169.71,0.0005908912081876223,3.203,96.22,0.0018498735920086697,0.00044311560526789196,1508,5.46,298,790,1335,3,0,4163,2,73672,200,Port_Scan,1,NF-ToN-IoT-v2
Device_1246,Gateway,45.59,79,139.7,0.005485338431867146,3.355,70.26,0.0014266603253916597,0.0005442974998859031,9773,1.655,988,732,3952,8,8,26556,5,42320,200,DoS,1,NF-CSE-CIC-IDS2018-v2
Device_1247,Gateway,945.97,463,49.59,0.005199097423002909,3.933,97.54,0.0033707164240900315,0.00011687538101145247,9390,2.709,223,2019,1258,3,0,7111,2,79467,200,Normal,0,NF-ToN-IoT-v2
Device_1248,Actuator,842.17,448,97.74,0.00694618882826207,1.189,85.65,0.000333837720131222,0.0006988817028213221,3828,9.556,353,1341,2860,11,8,64301,1,32368,425,DDoS,1,NF-CSE-CIC-IDS2018-v2
